az,mail,site,name,address,phone,categories,rating,reviews,latitude,longitude,placeid,website,claimed,opening_hours,addr1,addr2,addr3,addr4,addr5,addr6,addr7,thumbnail,search_string,state,upname,similar
ChIJ3evnTO1mmUcR2oXtNxXvvlg,info@glacis-galerie.de,https://www.glacis-galerie.de/gastronomie/aldo-food-sushi/,Aldo Sushi,"Bahnhofstraße 1/3, 89231 Neu-Ulm, Germany",,"Conveyor belt sushi restaurant, Japanese restaurant, Sushi restaurant",3.5,111.0,48.393390600000004,10.004490400000002,ChIJ3evnTO1mmUcR2oXtNxXvvlg,https://www.glacis-galerie.de/gastronomie/aldo-food-sushi/,no,"Wednesday: 10AM–8PM, Thursday: 10AM–8PM, Friday: 10AM–8PM, Saturday: 10AM–8PM, Sunday: Closed, Monday: 10AM–8PM, Tuesday: 10AM–8PM",,Bahnhofstraße 1/3,Bahnhofstraße 1/3,Neu-Ulm,89231.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMQEOMm2p7aX24-7rQmE576zXZbzoB6gk8e_-Bn=w86-h114-k-no,"restaurants near Neu-Ulm, Germany",Bayern,ALDO SUSHI,0.0625
ChIJ95bfrfpmmUcRSFhrTpulwi8,info@alibaba-neuulm.de,http://www.alibaba-neuulm.de/,Ali Baba Kebap,"Borsigstraße 1, 89231 Neu-Ulm, Germany",+49 731 9726355,"Restaurant, Fast food restaurant",4.6,162.0,48.3933381,10.017954,ChIJ95bfrfpmmUcRSFhrTpulwi8,http://www.alibaba-neuulm.de/,yes,"Wednesday: 9AM–7PM, Thursday: 9AM–7PM, Friday: 9AM–7PM, Saturday: 9AM–7PM, Sunday: Closed, Monday: 9AM–7PM, Tuesday: 9AM–7PM",,Borsigstraße 1,Borsigstraße 1,Neu-Ulm,89231.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNQySal5FefDGt3pYcFlWtUh999vxALaICHOX5x=w107-h86-k-no,"restaurants near Neu-Ulm, Germany",Bayern,ALI BABA KEBAP,0.3333333333333333
ChIJ2x5s6Bh3nkcRQCBkoqm5Szk,info@allee-stueberl.de,http://www.allee-stueberl.de/,Allee Stüberl Dalmacija,"Pappelallee 22, 80995 München, Germany",+49 89 1502602,Croatian restaurant,4.4,259.0,48.1997051,11.5127945,ChIJ2x5s6Bh3nkcRQCBkoqm5Szk,http://www.allee-stueberl.de/,no,"Wednesday: 10:30AM–2:30PM, Thursday: Closed, Friday: 10:30AM–2:30PM, Saturday: 10:30AM–2:30PM, Sunday: 10:30AM–10PM, Monday: 10:30AM–2:30PM, Tuesday: 10:30AM–2:30PM",Feldmoching-Hasenbergl,Pappelallee 22,Pappelallee 22,Munich,80995.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNy6uAnvaugF5rDACFy5oDv1KkVNa0ED0yY-Wpp=w86-h114-k-no,restaurants,Bayern,ALLEE STÜBERL DALMACIJA,0.4
ChIJExPLHkSEnEcRtFg9hCmCV6g,info@allgaeustern.de,https://www.allgaeustern.de/,Allgäu Stern Hotel - Sonthofen,"Buchfinkenweg 2, 87527 Sonthofen, Germany",+49 8321 2790,"Restaurant, Bar, Hotel, Wellness hotel",4.0,837.0,47.511552,10.3079909,ChIJExPLHkSEnEcRtFg9hCmCV6g,https://www.allgaeustern.de/,yes,,Staig,Buchfinkenweg 2,Buchfinkenweg 2,Sonthofen,87527.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNqGnVPK2fJtQQpkeMwLYOA1vJScZfM8sZ6zcqs=w129-h86-k-no,"restaurants near Sonthofen, Oberallgäu, Germany",Bayern,ALLGÄU STERN HOTEL - SONTHOFEN,0.36
ChIJQY6eNE1An0cRBS-5t_ZnH0I,info@almhuette.rock,http://www.almhuette.rocks/,Almhütte,"Marktstraße 20, 91161 Hilpoltstein, Germany",+49 9174 9195,Restaurant,3.5,31.0,49.1886209,11.190340199999998,ChIJQY6eNE1An0cRBS-5t_ZnH0I,http://www.almhuette.rocks/,no,"Wednesday: 4PM–12AM, Thursday: Closed, Friday: 4PM–12AM, Saturday: 3PM–12AM, Sunday: Closed, Monday: 4PM–12AM, Tuesday: Closed",,Marktstraße 20,Marktstraße 20,Hilpoltstein,91161.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP2_Wq9SNHqhuSCjs9mDQr2McAu6aTDm69PaVEV=w86-h114-k-no,"restaurants,",Bayern,ALMHÜTTE,0.4444444444444444
ChIJaUUexQD4okcRn296Ouogq4Y,info@almroesl.com,http://www.almroesl.com/,Almrösl,"Am Bramberg, 97422 Schweinfurt, Germany",+49 9721 9429024,Restaurant,4.2,261.0,50.0646483,10.2640674,ChIJaUUexQD4okcRn296Ouogq4Y,http://www.almroesl.com/,yes,"Wednesday: Closed, Thursday: Closed, Friday: Closed, Saturday: 12–7PM, Sunday: 12–7PM, Monday: Closed, Tuesday: Closed",,Am Bramberg,Am Bramberg,Schweinfurt,97422.0,,DE,https://lh5.googleusercontent.com/p/AF1QipODioTXyHxDdcZpyjm7dpbJF2ujsj8fJAfodUww=w129-h86-k-no,"restaurants near Schweinfurt, Germany",Bayern,ALMRÖSL,0.4166666666666667
ChIJWZ21C0NXn0cRpXvQul-42AQ,info@poke-nuernberg.de,https://www.aloha-poke.com/nuernberg-sebald,"Aloha POKE in Nürnberg / Sebald - fresh food, salads and bowls","Innere Laufer G. 24, 90403 Nürnberg, Germany",+49 911 21108036,Takeout restaurant,4.7,348.0,49.4557508,11.0830452,ChIJWZ21C0NXn0cRpXvQul-42AQ,https://www.aloha-poke.com/nuernberg-sebald,yes,"Wednesday: 11AM–8PM, Thursday: 11AM–8PM, Friday: 11AM–8PM, Saturday: 11AM–8PM, Sunday: 12–8PM, Monday: 11AM–8PM, Tuesday: 11AM–8PM",Mitte,Innere Laufer G. 24,Innere Laufer G. 24,Nuremberg,90403.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNXavx_TUTae7kt44lhH8GM58YNZemLQTg_q-Z9=w86-h114-k-no,restaurants,Bayern,"ALOHA POKE IN NÜRNBERG / SEBALD - FRESH FOOD, SALADS AND BOWLS",0.2380952380952381
ChIJ34VpnlzBn0cRU9YGMHyuhKM,info@alohapoke-regensburg.de,https://alohapoke-regensburg.de/,Aloha POKE in Regensburg,"Neupfarrpl. 11, 93047 Regensburg, Germany",+49 941 63083345,"Takeout restaurant, Fast food restaurant, Hawaiian restaurant",4.7,103.0,49.0179654,12.0964971,ChIJ34VpnlzBn0cRU9YGMHyuhKM,https://alohapoke-regensburg.de/,yes,"Wednesday: 11AM–2:30PM, Thursday: 11AM–2:30PM, Friday: 11AM–2:30PM, Saturday: 11AM–7PM, Sunday: Closed, Monday: 11AM–2:30PM, Tuesday: 11AM–2:30PM",,Neupfarrpl. 11,Neupfarrpl. 11,Regensburg,93047.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMNolHPiFZ8tpJ_RMXzQk_W5mSUSazlJOrpctt2=w129-h86-k-no,restaurants Regensburg,Bayern,ALOHA POKE IN REGENSBURG,0.5
ChIJPQ8OqqQXnEcRNZGBwSNL3lg,info@alp-villa.de,http://www.alp-villa.de/,Alp-villa,"Münchener Str. 44, 86807 Buchloe, Germany",+49 8241 9960930,"Restaurant, Bar, Bavarian restaurant",4.2,591.0,48.03112,10.73602,ChIJPQ8OqqQXnEcRNZGBwSNL3lg,http://www.alp-villa.de/,no,"Wednesday: 11AM–10PM, Thursday: 11AM–10PM, Friday: 11AM–10PM, Saturday: 11AM–10PM, Sunday: 11AM–10PM, Monday: 11AM–10PM, Tuesday: 11AM–10PM",,Münchener Str. 44,Münchener Str. 44,Buchloe,86807.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOxcYNEb6AHecqRd7vhX0uQqZ0D9l_Zil_eD_Q=w176-h86-k-no,"restaurants,",Bayern,ALP-VILLA,0.6153846153846154
ChIJpQnfymvYB0ERYhlOUo1bLrU,info@alpe-kammeregg.de,http://www.alpe-kammeregg.de/,Alpe Kammeregg - Stefan Schwarz,"Kammeregger Weg 16, 87549 Rettenberg, Germany",+49 8327 1049,Beer garden,4.7,334.0,47.56577410000001,10.3107933,ChIJpQnfymvYB0ERYhlOUo1bLrU,http://www.alpe-kammeregg.de/,yes,"Saturday: 10AM–10PM, Sunday: 10AM–10PM, Monday: 10AM–10PM, Tuesday: 10AM–10PM, Wednesday: 10AM–10PM, Thursday: 10AM–10PM, Friday: 10AM–10PM",,Kammeregger Weg 16,Kammeregger Weg 16,Rettenberg,87549.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNKt8LPF3A7WfoKBQRrxeA9E1R_CRjNCuh8KEaR=w114-h86-k-no,"restaurants near Sonthofen, Oberallgäu, Germany",Bayern,ALPE KAMMEREGG - STEFAN SCHWARZ,0.4528301886792453
ChIJ-2CL2e2FnEcRfbm1iloqoeg,info@alpe-sonthofer-hof.de,https://www.alpe-sonthofer-hof.de/,Alpe Sonthofer Hof,"87527 Sonthofen, Germany",,Family restaurant,5.0,2.0,47.48463020000001,10.327608,ChIJ-2CL2e2FnEcRfbm1iloqoeg,https://www.alpe-sonthofer-hof.de/,no,,,,,Sonthofen,87527.0,,DE,,"restaurants near Sonthofen, Oberallgäu, Germany",Bayern,ALPE SONTHOFER HOF,0.5909090909090909
ChIJc5QCykVrnEcR9Qhs3qRJ0bo,elisabethtavares1972@gmail.com,http://www.restaurant-alpenblick.de/,Alpenblick Elisabeth Cafe,"Hans-Böckler-Straße 82, 87600 Kaufbeuren, Germany",+49 8341 3278,"Pizza restaurant, Cafe, Restaurant",4.1,158.0,47.89306,10.63725,ChIJc5QCykVrnEcR9Qhs3qRJ0bo,http://www.restaurant-alpenblick.de/,yes,"Wednesday: 11:30AM–10PM, Thursday: 11:30AM–10PM, Friday: 11:30AM–10PM, Saturday: 11:30AM–10PM, Sunday: 11:30AM–10PM, Monday: Closed, Tuesday: 11:30AM–10PM",,Hans-Böckler-Straße 82,Hans-Böckler-Straße 82,Kaufbeuren,87600.0,,DE,https://lh5.googleusercontent.com/p/AF1QipN7UrXn41b29FQgSljpzZEC9-IeqJk11HrdQX9y=w114-h86-k-no,"restaurants,",Bayern,ALPENBLICK ELISABETH CAFE,0.4
ChIJyVY67Q95nEcRmJ3KsGZhfCE,info@alpensteig-kempten.de,http://www.alpensteig-kempten.de/,Alpensteig,"Klostersteige 4, 87435 Kempten (Allgäu), Germany",+49 831 52712779,Restaurant,4.8,212.0,47.726462,10.315636,ChIJyVY67Q95nEcRmJ3KsGZhfCE,http://www.alpensteig-kempten.de/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5–11PM, Saturday: 11:30AM–2PM, Sunday: Closed, Monday: Closed, Tuesday: 5–11PM",,Klostersteige 4,Klostersteige 4,Kempten,87435.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOyPdT3B2E61Cz4fMlb0B1lOenp2MXxTxvkMWSU=w114-h86-k-no,"restaurants near Kempten, Germany",Bayern,ALPENSTEIG,0.5
ChIJkSDv7ltVn0cRxb6WGIXr9Ro,info@alpha-fuerth.de,http://www.alpha-fuerth.de/,Alpha Restaurant,"Würzburger Str. 475, 90768 Fürth, Germany",+49 911 97616210,Greek restaurant,4.6,143.0,49.4879247,10.9262097,ChIJkSDv7ltVn0cRxb6WGIXr9Ro,http://www.alpha-fuerth.de/,yes,"Wednesday: 5–10:30PM, Thursday: 5–10:30PM, Friday: 5–10:30PM, Saturday: 5–10:30PM, Sunday: 11AM–2:30PM, Monday: Closed, Tuesday: 5–10:30PM",Burgfarrnbach,Würzburger Str. 475,Würzburger Str. 475,Fürth,90768.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNBINnrgRpQV-3yJSvi-MxjGTKqjOKOr4Z_2Pit=w114-h86-k-no,"restaurants,",Bayern,ALPHA RESTAURANT,0.3888888888888889
ChIJub1jTKxnnkcR-X-fQ9f-GCk,mail@schlosshohenkammer.de,http://www.schlosshohenkammer.de/,Alte Galerie,"Schloßstraße 25, 85411 Hohenkammer, Germany",+49 8137 934380,"Restaurant, German restaurant",4.3,134.0,48.426365000000004,11.518368,ChIJub1jTKxnnkcR-X-fQ9f-GCk,http://www.schlosshohenkammer.de/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5–11PM, Saturday: 5–11PM, Sunday: 12–11PM, Monday: 5–11PM, Tuesday: 5–11PM",,Schloßstraße 25,Schloßstraße 25,Hohenkammer,85411.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP-0hF55AHbjzaadf5lkXrWST4NXdBBAzQ7AbvZ=w114-h86-k-no,"restaurants,",Bayern,ALTE GALERIE,0.2631578947368421
ChIJ7bPmpTAadkcRW5chGXYrSKU,kontakt@cinecard-premiumclub.de,http://www.citydome-rosenheim.de/,Alte Giesserei,"Kufsteiner Str. 34, 83022 Rosenheim, Germany",+49 8031 4008179,Restaurant,3.9,83.0,47.85042070000001,12.1267229,ChIJ7bPmpTAadkcRW5chGXYrSKU,http://www.citydome-rosenheim.de/,no,"Wednesday: 5–10PM, Thursday: 5–9PM, Friday: 5PM–12AM, Saturday: 1:30PM–12AM, Sunday: 10AM–9PM, Monday: 5–9PM, Tuesday: 5–9PM",,Kufsteiner Str. 34,Kufsteiner Str. 34,Rosenheim,83022.0,,DE,https://lh5.googleusercontent.com/p/AF1QipN2zgazep5PyzScc3xu5c3XYcPUCmPSlmAtOMGf=w114-h86-k-no,"restaurants near Rosenheim, Germany",Bayern,ALTE GIESSEREI,0.26666666666666666
ChIJdb7cNl8TnEcR-dm_Jc8iK_4,info@gantja.com,https://www.alteheimat-kaufbeuren.de/,Alte Heimat,"Gewerbestraße 80, 87600 Kaufbeuren, Germany",+49 8341 9954804,Restaurant,4.5,706.0,47.9214764,10.628156,ChIJdb7cNl8TnEcR-dm_Jc8iK_4,https://www.alteheimat-kaufbeuren.de/,yes,"Wednesday: 11:30AM–2PM, Thursday: 11:30AM–2PM, Friday: 11:30AM–2PM, Saturday: 11:30AM–2PM, Sunday: 11:30AM–2PM, Monday: Closed, Tuesday: 11:30AM–2PM",Neugablonz,Gewerbestraße 80,Gewerbestraße 80,Kaufbeuren,87600.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOJ8uWSzxzDhH5t8ugQ-7AvlXVgNUykProX6Ytv=w129-h86-k-no,"restaurants,",Bayern,ALTE HEIMAT,0.2307692307692308
ChIJRVPe06DBn0cRulsCbIATuzw,info@altekuchl.de,http://www.altekuchl.de/,Alte Kuchl am Königshof,"Am Königshof 2, 93047 Regensburg, Germany",+49 941 5998530,Bavarian restaurant,4.7,263.0,49.0160256,12.1008601,ChIJRVPe06DBn0cRulsCbIATuzw,http://www.altekuchl.de/,yes,"Wednesday: 5–10PM, Thursday: 5–10PM, Friday: 5–10PM, Saturday: 5–10PM, Sunday: 11AM–3PM, Monday: Closed, Tuesday: Closed",,Am Königshof 2,Am Königshof 2,Regensburg,93047.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPCjL0Py4GKt7_gnNr5mkbzcHTT0v805MPQz0zP=w152-h86-k-no,restaurants Regensburg,Bayern,ALTE KUCHL AM KÖNIGSHOF,0.35
ChIJ1bJSMa5Xn0cR2yHmT2cGF68,info@alte-kueche.de,http://www.alte-kueche.de/,Alte Küch'n & Im Keller,"Albrecht-Dürer-Straße 3, 90403 Nürnberg, Germany",+49 911 203826,"German restaurant, Franconian restaurant, Restaurant",4.5,1831.0,49.455796,11.074227,ChIJ1bJSMa5Xn0cR2yHmT2cGF68,http://www.alte-kueche.de/,yes,"Wednesday: 5PM–12AM, Thursday: 5PM–12AM, Friday: 5PM–12AM, Saturday: 11AM–12AM, Sunday: 11AM–12AM, Monday: 5PM–12AM, Tuesday: 5PM–12AM",Mitte,Albrecht-Dürer-Straße 3,Albrecht-Dürer-Straße 3,Nuremberg,90403.0,,DE,https://lh5.googleusercontent.com/p/AF1QipML-fcxynZOXuhJxvS30RF7L2KSk-5qfOAmDoky=w86-h86-k-no-pi-10-ya68.88387-ro-0-fo100,"restaurants,",Bayern,ALTE KÜCH'N & IM KELLER,0.3333333333333333
ChIJe0U2K1C9nkcRJOU3n1b0P9U,info@alte-liebe-augsburg.de,http://www.alte-liebe-augsburg.de/,Alte Liebe,"Alpenstraße 21, 86159 Augsburg, Germany",+49 821 65057850,Restaurant,4.7,158.0,48.3576448,10.8968547,ChIJe0U2K1C9nkcRJOU3n1b0P9U,http://www.alte-liebe-augsburg.de/,yes,"Wednesday: Closed, Thursday: 6PM–1AM, Friday: 6PM–1AM, Saturday: 6PM–1AM, Sunday: Closed, Monday: Closed, Tuesday: Closed",Augsburg-Innenstadt,Alpenstraße 21,Alpenstraße 21,Augsburg,86159.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOMo6nmibQAC1oZKbQttwnjSvHrsf-mbanZUhe0=w114-h86-k-no,restaurants Augsburg,Bayern,ALTE LIEBE,0.3783783783783784
ChIJyZNtka_Bn0cRSwEfQbMUH0Y,altelinde_wiesbeck@yahoo.de,http://www.altelinde-regensburg.de/,Alte Linde,"Müllerstraße 1, 93059 Regensburg, Germany",+49 941 88080,"Restaurant, Bavarian restaurant, Beer garden",4.3,1679.0,49.0229057,12.0958029,ChIJyZNtka_Bn0cRSwEfQbMUH0Y,http://www.altelinde-regensburg.de/,yes,"Wednesday: 3–10PM, Thursday: 3–10PM, Friday: 3–10PM, Saturday: 11AM–10PM, Sunday: 11AM–10PM, Monday: 3–10PM, Tuesday: 3–10PM",Innenstadt,Müllerstraße 1,Müllerstraße 1,Regensburg,93059.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNcpGL8-Rfq-pLFemqx8scowd2gqjcvUAeA4juT=w152-h86-k-no,restaurants Regensburg,Bayern,ALTE LINDE,0.3783783783783784
ChIJLX2Fe-waokcR8mmTd9hca4M,info@altemaelzerei.de,https://altemaelzerei.de/,ALTE MÄLZEREI,"Steinwegstraße 1A, 91315 Höchstadt, Germany",+49 9193 5075995,Restaurant,4.5,227.0,49.7034339,10.8057811,ChIJLX2Fe-waokcR8mmTd9hca4M,https://altemaelzerei.de/,yes,"Wednesday: 5–10PM, Thursday: 5–10PM, Friday: 5–10PM, Saturday: 5–10PM, Sunday: 11:30AM–2PM, Monday: Closed, Tuesday: Closed",,Steinwegstraße 1A,Steinwegstraße 1A,Höchstadt,91315.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPXXrNrgCTECh-p-4-0jUJhshuqWaVsjRNXM_HH=w86-h114-k-no,"restaurants,",Bayern,ALTE MÄLZEREI,0.0
ChIJpZ6eBNFgn0cR3MRDkJN4uGQ,willkommen@alte-nagelschmiede.com,http://www.alte-nagelschmiede.com/,Alte Nagelschmiede - Hotel & Restaurant,"Oberer Markt 13, 90518 Altdorf bei Nürnberg, Germany",+49 9187 95270,"Restaurant, Franconian restaurant, Hotel, Inn",4.3,290.0,49.3853038,11.3551508,ChIJpZ6eBNFgn0cR3MRDkJN4uGQ,http://www.alte-nagelschmiede.com/,yes,,,Oberer Markt 13,Oberer Markt 13,Altdorf bei Nürnberg,90518.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMC2zQCareTt_rAMYQ9b2UngSLK0K06_p8yUYRb=w129-h86-k-no,"restaurants,",Bayern,ALTE NAGELSCHMIEDE - HOTEL & RESTAURANT,0.4444444444444444
ChIJ6VJN7RDLnUcRcIedfa1tX74,info@altepost-paehl.de,https://www.altepost-paehl.de/,Alte Post zu Pähl,"Ammerseestraße 3, 82396 Pähl, Germany",+49 8808 9246161,Bavarian restaurant,4.7,512.0,47.904991,11.175593,ChIJ6VJN7RDLnUcRcIedfa1tX74,https://www.altepost-paehl.de/,yes,"Saturday: 11AM–11PM, Sunday: 11AM–11PM, Monday: 11AM–11PM, Tuesday: 11AM–11PM, Wednesday: Closed, Thursday: Closed, Friday: 11AM–11PM",,Ammerseestraße 3,Ammerseestraße 3,Pähl,82396.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNQnYO-V49uMEQHh2pq_iGeF2E9ecNTbsRI4GWJ=w114-h86-k-no,"restaurants,",Bayern,ALTE POST ZU PÄHL,0.41025641025641024
ChIJVVWJgQOynkcRVQOxu8sC_pQ,info@posthalterei.com,http://www.posthalterei.com/,Alte Posthalterei,"Augsburger Str. 2, 86441 Zusmarshausen, Germany",+49 8291 858220,"Restaurant, Caterer, European restaurant, German restaurant, Hotel, Sundae restaurant, Vegan restaurant, Vegetarian restaurant",4.6,371.0,48.39868920000001,10.5967509,ChIJVVWJgQOynkcRVQOxu8sC_pQ,http://www.posthalterei.com/,yes,,,Augsburger Str. 2,Augsburger Str. 2,Zusmarshausen,86441.0,,DE,//lh4.googleusercontent.com/proxy/DCN4e__11YPKN5fWWgP1vfc_q3Vl84Gq3qsY79waZ-wuVDxbWYjvv_GUb1FD7YxfRDaoBTiodeZLs8lBpakyqZPA5OIvcuk9vA1YKSZyp8fPapglypakSoZj6vt-V0zUQxm3y7OzD5SJer7stlLW1DmAnO9pGQ=w114-h86-k-no,"restaurants,",Bayern,ALTE POSTHALTEREI,0.5789473684210527
ChIJ2z88oY-znkcRZXwCZlRCN5Q,info@altenmuenster-braeustueble.de,http://www.xn--altenmnster-brustble-ozb33cma.de/,Altenmünster Bräustüble,"Hauptstraße 33, 86450 Altenmünster, Germany",+49 8295 909310,"Brewpub, Hotel",4.5,367.0,48.4649427,10.5906676,ChIJ2z88oY-znkcRZXwCZlRCN5Q,http://www.xn--altenmnster-brustble-ozb33cma.de/,yes,,,Hauptstraße 33,Hauptstraße 33,Altenmünster,86450.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNdNTjhHDnUq5cFeVQEuxRfYp4HcIUkz7l26k0=w114-h86-k-no,"restaurants,",Bayern,ALTENMÜNSTER BRÄUSTÜBLE,0.5964912280701754
ChIJER5YyfosnEcR8KeAsh8inUY,info@alter-lautenbacher-hof.de,http://www.alter-lautenbacher-hof.de/,Alter Lautenbacher Hof,"Am Krebsbach 1, 82266 Inning am Ammersee, Germany",+49 8143 7659,"Holiday apartment, Beer garden, Event venue, Wedding service, Wedding venue",4.4,91.0,48.06367,11.16442,ChIJER5YyfosnEcR8KeAsh8inUY,http://www.alter-lautenbacher-hof.de/,yes,,Bachern,Am Krebsbach 1,Am Krebsbach 1,Inning am Ammersee,82266.0,,DE,https://lh5.googleusercontent.com/p/AF1QipN8xjDzPQZt8vX4arMBtiqx93h0ctD7VGm23YZo=w152-h86-k-no,"restaurants,",Bayern,ALTER LAUTENBACHER HOF,0.6538461538461539
ChIJg-tDmap3nkcRCQnbLMz3tkw,info@alterwirt-moosach.de,http://www.alterwirt-moosach.de/,Alter Wirt Moosach,"Dachauer Str. 274, 80992 München, Germany",+49 89 1407276,"Bavarian restaurant, Restaurant",4.2,2659.0,48.1810284,11.512189,ChIJg-tDmap3nkcRCQnbLMz3tkw,http://www.alterwirt-moosach.de/,yes,"Wednesday: 11:30AM–11PM, Thursday: 11:30AM–11PM, Friday: 11:30AM–11PM, Saturday: 11:30AM–11PM, Sunday: 11:30AM–11PM, Monday: 11:30AM–11PM, Tuesday: 11:30AM–11PM",Moosach,Dachauer Str. 274,Dachauer Str. 274,Munich,80992.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP_rldEgyiK5Dxjbzvet1-mpR5EodKO7pCg8mgq=w129-h86-k-no,restaurants,Bayern,ALTER WIRT MOOSACH,0.6046511627906976
ChIJ7QQne6JVn0cR5mKwge291AE,info@altesforsthaus.even,http://www.altesforsthaus.events/,"Altes Forsthaus Fürth Hochzeitslocation, Eventlocation, Restaurant & Biergarten","Cadolzburger Str. 75, 90766 Fürth, Germany",+49 911 54832913,"Restaurant, Beer garden, Caterer, German restaurant, Takeout restaurant, Mediterranean restaurant, Wedding venue",4.7,165.0,49.4762113,10.9739061,ChIJ7QQne6JVn0cR5mKwge291AE,http://www.altesforsthaus.events/,yes,"Wednesday: 4–4:30PM, Thursday: Closed, Friday: Closed, Saturday: Closed, Sunday: Closed, Monday: Closed, Tuesday: Closed",,Cadolzburger Str. 75,Cadolzburger Str. 75,Fürth,90766.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMQNeNTGv1oMh3Km9JSNMmocCte5Zpbnh9fdfQ=w114-h86-k-no,restaurants,Bayern,"ALTES FORSTHAUS FÜRTH HOCHZEITSLOCATION, EVENTLOCATION, RESTAURANT & BIERGARTEN",0.3106796116504854
ChIJr2n4LbRWn0cROLlS8-vsUtw,altesspital.lang@t-online.de,http://www.altes-spital-stein.de/,Altes Spital Historisches Restaurant,"Alter Kirchpl. 4, 90547 Stein, Germany",+49 911 687939,"German restaurant, Franconian restaurant",4.4,398.0,49.415276500000004,11.0176729,ChIJr2n4LbRWn0cROLlS8-vsUtw,http://www.altes-spital-stein.de/,yes,"Wednesday: 11:30AM–2PM, Thursday: 11:30AM–2PM, Friday: 11:30AM–2PM, Saturday: 11:30AM–2PM, Sunday: 11AM–2:30PM, Monday: Closed, Tuesday: Closed",West,Alter Kirchpl. 4,Alter Kirchpl. 4,Stein,90547.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPIB-2HcyckprE1RJfy-7tzDlpEigULfyUKXlpW=w176-h86-k-no,restaurants,Bayern,ALTES SPITAL HISTORISCHES RESTAURANT,0.375
ChIJ95rwUlD5oUcRxcFJC_lBLCs,info@altmanns-stube.de,http://www.altmanns-stube.de/,Altmann's Stube Hotel & Restaurant,"Theaterpl. 9, 91054 Erlangen, Germany",+49 9131 89160,Restaurant,4.7,177.0,49.6006259,11.0063609,ChIJ95rwUlD5oUcRxcFJC_lBLCs,http://www.altmanns-stube.de/,yes,"Wednesday: 6–7PM, Thursday: 6–7PM, Friday: 6–7PM, Saturday: 6–7PM, Sunday: Closed, Monday: Closed, Tuesday: 6–7PM",,Theaterpl. 9,Theaterpl. 9,Erlangen,91054.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOR2w6p_3wL_Nis_FpZcPOiG6PqPq6YU2cqc6Yf=w114-h86-k-no,"restaurants near Erlangen, Germany",Bayern,ALTMANN'S STUBE HOTEL & RESTAURANT,0.42857142857142855
ChIJQ7kcnVa9nkcRnHd30c0yvNE,info@bauerntanz-augsburg.de,http://bauerntanz-augsburg.de/,Altstadtgasthaus Bauerntanz,"Bauerntanzgäßchen 1, 86150 Augsburg, Germany",+49 821 153644,"Bavarian restaurant, Swabian restaurant",4.5,1053.0,48.3677025,10.9005689,ChIJQ7kcnVa9nkcRnHd30c0yvNE,http://bauerntanz-augsburg.de/,yes,"Wednesday: 11:30AM–11PM, Thursday: 11:30AM–11PM, Friday: 11:30AM–11PM, Saturday: 11AM–11PM, Sunday: 11AM–4PM, Monday: Closed, Tuesday: 11:30AM–11PM",Augsburg-Innenstadt,Bauerntanzgäßchen 1,Bauerntanzgäßchen 1,Augsburg,86150.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOapaDtUTkLzLwJ5w1z8Sp-vdfQ0Qv7_bJQXjcS=w122-h86-k-no,restaurants Augsburg,Bayern,ALTSTADTGASTHAUS BAUERNTANZ,0.3333333333333333
